whtsdiff;ethadapt;ethtrads;ethnofit;ethignor;religion;politics;income;race;gender;edu;age;labor
3;4;5;3;4;Catholic;2;Not applicable;2;1;1;2;Working parttime
3;4;4;1;1;Catholic;4;$25000 or more;2;2;2;1;Working fulltime
2;5;5;1;4;Catholic;5;$25000 or more;2;2;1;2;Working fulltime
2;5;4;2;4;Protestant;2;$25000 or more;2;2;2;1;Working fulltime
4;5;1;2;4;Protestant;4;Not applicable;2;2;1;2;Retired
4;4;4;2;2;Protestant;5;$25000 or more;2;2;1;1;Working fulltime
4;2;4;2;2;Protestant;1;$25000 or more;2;2;2;1;Working fulltime
2;1;4;2;2;Catholic;4;$8000 to 9999;2;1;1;1;Working fulltime
3;4;4;2;4;Catholic;4;$25000 or more;2;1;1;1;Working fulltime
4;4;4;2;4;Catholic;2;$25000 or more;2;1;1;2;Working fulltime
3;4;4;2;4;Protestant;2;$25000 or more;2;2;2;1;Unempl, laid off
3;3;4;2;3;Protestant;2;Not applicable;2;1;2;1;Working fulltime
3;3;4;2;2;Catholic;4;$20000 - 24999;2;2;1;1;Working fulltime
4;4;4;3;5;Protestant;4;$25000 or more;2;2;2;1;Working fulltime
3;4;3;2;3;Protestant;2;Not applicable;2;2;1;1;Keeping house
3;5;2;3;4;Inter-nondenominational;2;Not applicable;2;1;1;2;Retired
2;4;4;2;4;Catholic;4;Not applicable;2;2;2;1;Keeping house
3;3;4;2;3;Catholic;2;$20000 - 24999;1;1;1;2;Working fulltime
2;5;5;2;2;Catholic;2;$25000 or more;2;1;2;2;Working fulltime
1;4;5;1;5;Protestant;4;$25000 or more;1;2;1;1;Working fulltime
2;4;5;1;4;Protestant;4;$25000 or more;1;2;2;2;Working fulltime
2;2;4;2;2;Christian;5;Not applicable;1;2;1;1;School
3;3;5;1;1;None;3;$8000 to 9999;1;2;1;1;Working parttime
2;4;5;4;4;None;5;$20000 - 24999;2;2;1;1;Working fulltime
3;3;5;1;2;Catholic;4;$15000 - 19999;2;2;2;2;Working fulltime
3;5;4;2;5;None;2;$25000 or more;2;1;2;1;Working fulltime
2;3;5;2;4;Catholic;3;$25000 or more;2;2;2;1;Working fulltime
4;4;5;2;2;Protestant;4;$25000 or more;2;2;1;1;Working fulltime
4;4;4;2;4;Catholic;5;Not applicable;2;1;1;2;Retired
2;4;4;1;2;None;4;$25000 or more;2;1;1;1;Working fulltime
3;4;4;3;3;None;2;Not applicable;2;1;2;1;Unempl, laid off
1;2;4;1;2;None;5;$25000 or more;2;2;2;1;Keeping house
3;4;4;2;4;Protestant;1;$4000 to 4999;2;2;1;2;Working parttime
2;2;4;2;1;Christian;2;$3000 to 3999;2;1;1;1;Unempl, laid off
1;2;4;1;1;Protestant;5;$25000 or more;2;2;2;1;Working fulltime
3;2;4;1;5;Protestant;1;$25000 or more;2;1;2;2;Working fulltime
2;1;5;1;5;None;4;Not applicable;2;2;2;1;Keeping house
2;4;5;1;1;None;4;$25000 or more;2;1;2;1;Working fulltime
4;3;3;4;3;Catholic;5;Not applicable;1;1;2;2;Retired
2;4;4;2;2;Protestant;2;$25000 or more;2;1;2;1;Working fulltime
2;2;5;2;2;Christian;4;Not applicable;2;2;2;1;Working fulltime
4;4;4;5;2;Catholic;1;$25000 or more;2;1;2;1;Working fulltime
4;3;5;2;3;None;4;$20000 - 24999;2;1;1;1;Working fulltime
4;3;4;1;5;None;4;$25000 or more;2;2;2;2;Working fulltime
4;4;3;2;2;Protestant;2;Not applicable;2;1;2;2;Retired
4;3;5;3;4;None;4;$25000 or more;1;2;2;1;Working fulltime
5;2;4;2;2;Catholic;5;$1000 to 2999;1;1;1;1;Working parttime
3;4;5;2;2;None;4;$25000 or more;2;1;2;1;Working parttime
3;4;3;1;2;Protestant;2;$15000 - 19999;2;2;2;1;Working parttime
1;3;4;2;4;Catholic;5;Not applicable;2;2;2;2;Retired
4;4;5;2;3;None;3;$25000 or more;2;1;2;2;Working fulltime
3;2;1;1;2;Protestant;4;$25000 or more;1;2;2;1;Working parttime
4;2;4;2;2;Protestant;4;$20000 - 24999;2;2;2;2;Working parttime
2;3;4;1;2;None;4;$25000 or more;2;1;1;1;Working fulltime
2;5;5;3;5;None;2;$25000 or more;2;1;2;2;Working fulltime
4;5;5;2;1;None;2;$25000 or more;2;1;2;1;Working fulltime
3;3;4;2;3;Orthodox-christian;4;$25000 or more;2;1;2;1;Working fulltime
4;4;5;2;2;Protestant;1;$4000 to 4999;2;1;2;2;Working parttime
3;3;3;1;3;Protestant;5;Not applicable;1;2;1;2;Retired
4;2;4;4;4;Protestant;3;Not applicable;1;2;1;2;Keeping house
5;3;5;1;1;Protestant;4;$25000 or more;1;1;1;1;Working fulltime
3;3;4;2;2;Protestant;4;$25000 or more;1;2;1;1;Working fulltime
3;3;4;2;2;Protestant;5;$20000 - 24999;1;2;1;1;Working fulltime
4;4;4;2;4;Protestant;4;$15000 - 19999;1;2;1;2;Temp not working
4;4;4;2;2;Protestant;5;Not applicable;1;1;1;2;Retired
4;1;5;1;1;Protestant;4;$10000 - 14999;1;1;2;1;Unempl, laid off
5;4;4;3;3;Protestant;5;$8000 to 9999;2;2;1;1;Working parttime
3;2;5;1;4;None;3;$25000 or more;2;2;1;1;Working fulltime
5;4;5;1;5;Catholic;4;Not applicable;2;2;1;1;Keeping house
2;3;4;2;2;Protestant;4;$25000 or more;2;2;2;1;Working parttime
3;3;3;3;3;Catholic;3;Not applicable;2;2;1;1;Keeping house
2;4;4;2;2;Protestant;3;Not applicable;2;2;1;2;Keeping house
4;4;4;4;3;Protestant;4;$25000 or more;2;1;1;1;Working fulltime
4;5;4;4;4;Catholic;5;Refused;2;1;1;1;Working fulltime
2;3;5;1;2;Protestant;3;$25000 or more;1;2;1;1;Working fulltime
2;2;4;4;5;Protestant;5;$25000 or more;1;2;2;1;Working fulltime
4;4;4;4;2;None;3;Lt $1000;1;2;1;1;Unempl, laid off
4;4;4;1;4;Protestant;4;$20000 - 24999;1;2;1;1;Working fulltime
2;4;4;2;5;Inter-nondenominational;5;$15000 - 19999;1;2;2;2;Working parttime
3;2;4;2;3;None;4;Not applicable;1;2;1;1;Working fulltime
2;2;4;2;2;Protestant;5;$6000 to 6999;1;2;1;1;Keeping house
4;4;4;2;4;Protestant;2;$15000 - 19999;1;2;1;1;Working fulltime
4;4;4;4;2;Protestant;3;$6000 to 6999;1;2;1;1;Working fulltime
3;3;4;1;4;None;2;$20000 - 24999;1;1;1;1;Working fulltime
1;5;4;2;5;Protestant;4;$20000 - 24999;2;2;1;1;Working fulltime
4;1;5;1;3;None;5;$25000 or more;2;1;2;1;Working fulltime
4;4;5;2;4;Catholic;3;Lt $1000;1;1;1;1;Working fulltime
4;2;2;2;4;Protestant;4;$25000 or more;2;1;2;1;Working fulltime
4;4;2;4;4;Catholic;3;$25000 or more;2;2;2;2;Working fulltime
3;4;4;2;3;Protestant;2;$25000 or more;2;1;2;2;Working fulltime
3;3;2;3;3;Protestant;4;Not applicable;2;1;2;1;Retired
2;2;5;2;4;Protestant;5;$25000 or more;1;2;1;2;Working fulltime
4;4;4;2;2;Protestant;1;Don't know;2;1;1;2;Working fulltime
4;4;2;2;2;Protestant;1;Not applicable;2;2;2;2;Retired
3;4;5;4;5;Catholic;4;$10000 - 14999;2;2;1;1;Working fulltime
4;3;5;4;2;Protestant;5;$25000 or more;1;1;2;2;Working fulltime
4;4;4;4;3;Protestant;2;Not applicable;2;2;1;2;Retired
4;4;5;3;2;Buddhism;1;$25000 or more;1;1;2;2;Working fulltime
3;3;4;4;3;Buddhism;4;$25000 or more;1;1;2;1;Working fulltime
5;4;4;4;5;Catholic;3;Not applicable;2;2;1;1;Working parttime
4;4;5;1;1;None;4;$1000 to 2999;2;2;1;2;Temp not working
2;4;4;2;4;Protestant;1;$15000 - 19999;2;1;2;2;Temp not working
3;3;5;1;1;Catholic;3;$25000 or more;2;2;2;2;Temp not working
2;4;4;3;1;None;2;$25000 or more;2;1;2;1;Working fulltime
2;2;5;1;1;Catholic;4;$25000 or more;2;2;2;2;Working fulltime
5;5;3;4;5;Protestant;2;Not applicable;2;2;1;2;Keeping house
4;4;4;2;4;Protestant;2;$25000 or more;2;1;1;2;Working fulltime
4;4;5;2;1;Catholic;5;$25000 or more;1;2;2;1;Working fulltime
4;3;4;2;4;Protestant;5;$25000 or more;2;2;1;1;Working fulltime
2;4;4;2;4;Christian;2;$25000 or more;2;1;2;2;Working fulltime
2;2;4;2;2;Protestant;4;$25000 or more;2;2;1;1;Working fulltime
3;4;4;2;1;Catholic;4;$25000 or more;2;2;2;1;Working fulltime
3;4;3;2;2;Catholic;4;Lt $1000;2;2;1;1;Working parttime
4;1;5;2;3;Protestant;2;$5000 to 5999;2;2;2;2;Working parttime
5;2;5;2;5;Protestant;1;Not applicable;2;2;1;2;Retired
4;4;5;1;1;Protestant;2;$25000 or more;2;1;2;1;Working fulltime
3;4;4;3;3;Catholic;3;Not applicable;1;2;2;1;Working parttime
4;4;5;2;1;Catholic;4;$25000 or more;1;2;2;1;Working fulltime
4;3;5;2;1;Native american;2;$10000 - 14999;1;2;2;1;Keeping house
5;4;5;5;5;Catholic;4;$15000 - 19999;1;1;1;2;Working fulltime
2;1;5;1;1;Buddhism;5;$25000 or more;2;2;2;1;Working parttime
5;3;4;2;4;None;2;$1000 to 2999;2;1;2;1;School
4;2;5;1;1;None;2;Not applicable;2;1;2;1;School
4;4;3;3;2;None;2;$10000 - 14999;2;1;2;1;School
4;2;5;2;1;None;5;$25000 or more;1;2;1;1;Working fulltime
4;3;4;2;2;Catholic;4;$10000 - 14999;2;2;2;2;Working fulltime
2;2;5;2;5;Protestant;4;$25000 or more;1;1;1;1;Working fulltime
4;1;5;5;1;Inter-nondenominational;3;Lt $1000;1;2;2;1;Keeping house
4;2;4;3;5;Protestant;5;$5000 to 5999;1;1;1;1;School
2;4;4;4;4;None;4;$25000 or more;2;1;2;1;School
3;1;5;1;1;None;2;$3000 to 3999;2;2;1;1;School
3;4;5;2;3;None;5;$3000 to 3999;2;1;1;1;School
2;3;3;1;2;None;3;$15000 - 19999;2;1;1;1;School
3;3;5;4;5;None;3;Not applicable;2;1;1;1;School
1;2;5;1;2;None;4;$1000 to 2999;2;1;1;1;School
2;2;5;1;2;None;5;$25000 or more;1;2;2;2;Working fulltime
3;2;3;2;2;None;4;Not applicable;2;1;2;1;School
3;2;5;4;1;None;5;Lt $1000;2;2;2;1;Working fulltime
2;3;4;2;2;None;4;Not applicable;2;1;2;1;School
2;1;4;1;5;Protestant;3;$15000 - 19999;2;1;2;2;Working fulltime
4;3;4;2;4;Catholic;3;$10000 - 14999;1;1;2;1;Working parttime
2;1;5;4;1;None;4;$5000 to 5999;1;2;2;1;School
3;4;5;1;1;Protestant;4;$20000 - 24999;2;2;2;1;Working fulltime
4;4;5;1;4;Protestant;4;$10000 - 14999;2;2;2;1;School
3;4;4;1;5;Protestant;5;$25000 or more;2;1;1;2;Working parttime
1;1;5;1;1;Catholic;4;$25000 or more;1;2;2;2;Working fulltime
3;3;3;3;3;None;4;$25000 or more;2;2;2;2;Working fulltime
2;3;5;1;1;Protestant;2;$10000 - 14999;2;2;2;1;Working fulltime
4;4;4;3;3;Catholic;4;$3000 to 3999;2;1;1;2;Retired
4;4;4;2;2;Catholic;1;$15000 - 19999;2;1;2;1;Working fulltime
3;2;4;3;3;Protestant;3;$8000 to 9999;1;2;1;1;Keeping house
3;1;4;2;2;Protestant;2;$10000 - 14999;1;2;1;1;Working fulltime
5;2;2;2;4;Protestant;3;Not applicable;1;2;1;1;Working fulltime
2;3;4;1;2;Protestant;5;Not applicable;1;1;2;1;Working fulltime
3;3;4;2;3;Protestant;5;Not applicable;1;2;2;2;Keeping house
2;2;4;4;4;Protestant;3;$4000 to 4999;1;2;1;1;Unempl, laid off
2;2;4;2;2;Protestant;4;$10000 - 14999;1;2;1;1;Working fulltime
2;2;4;2;3;None;5;$1000 to 2999;2;1;1;1;School
2;3;4;2;2;Protestant;4;Refused;2;2;2;1;Working fulltime
4;4;5;2;4;Protestant;2;$25000 or more;2;1;1;1;Working fulltime
4;4;2;2;2;Catholic;1;$25000 or more;2;2;2;2;Working fulltime
4;4;3;2;3;Protestant;3;$20000 - 24999;2;2;1;1;Working fulltime
4;4;3;3;4;Catholic;4;$25000 or more;2;1;1;1;Working fulltime
2;3;5;1;1;Catholic;2;$15000 - 19999;2;2;1;2;Working parttime
4;4;4;3;3;Protestant;5;Not applicable;1;1;1;2;Retired
4;4;5;2;4;Protestant;5;$25000 or more;1;2;2;1;Working fulltime
3;1;5;3;4;Moslem/islam;3;$25000 or more;1;1;2;2;Working fulltime
3;3;4;3;3;Protestant;2;$25000 or more;2;2;1;1;Keeping house
3;3;5;1;1;None;2;$25000 or more;2;1;2;2;Working fulltime
4;4;4;1;2;Catholic;1;$20000 - 24999;2;2;2;2;Working fulltime
4;1;5;1;1;Protestant;1;$25000 or more;2;2;2;2;Working fulltime
3;4;4;2;2;None;2;Not applicable;2;1;2;1;Working fulltime
2;2;5;3;1;Protestant;2;$5000 to 5999;2;1;2;1;Working fulltime
2;1;5;2;4;No answer;3;Refused;1;2;2;1;Working fulltime
1;4;5;1;4;Protestant;4;$6000 to 6999;2;2;1;2;Retired
1;4;5;2;3;Protestant;1;$3000 to 3999;2;2;2;1;Other
2;4;4;2;2;None;2;$25000 or more;2;1;2;1;Working fulltime
3;5;1;2;5;Protestant;1;$25000 or more;2;2;2;2;Working fulltime
2;4;4;2;2;Protestant;2;Don't know;2;2;2;1;Working fulltime
3;2;4;2;4;Protestant;1;$10000 - 14999;2;2;2;1;Working parttime
4;4;5;1;1;Protestant;1;$25000 or more;2;1;2;2;Working fulltime
4;4;5;2;4;Protestant;1;Not applicable;2;2;1;1;Other
3;3;4;4;5;Protestant;3;$25000 or more;2;1;2;2;Other
4;2;4;2;2;Protestant;4;$25000 or more;2;1;2;2;Working fulltime
4;3;4;2;2;Protestant;3;Don't know;2;2;2;1;Working fulltime
4;4;4;3;4;Protestant;4;Not applicable;2;1;2;2;Retired
4;2;5;1;3;Protestant;3;Not applicable;2;2;1;2;Working parttime
3;3;4;2;2;Protestant;4;Don't know;1;2;2;2;Working fulltime
4;5;5;1;2;Protestant;3;Not applicable;2;1;1;1;Unempl, laid off
2;3;4;2;2;Catholic;2;$25000 or more;2;1;2;2;Working fulltime
4;2;4;2;2;Protestant;4;$25000 or more;2;1;1;2;Working fulltime
4;4;5;1;2;Protestant;3;$4000 to 4999;1;1;1;1;Working fulltime
4;4;4;2;3;Protestant;4;$25000 or more;2;2;2;2;Unempl, laid off
4;4;4;1;5;None;3;Not applicable;2;2;2;1;Temp not working
4;4;4;1;2;Protestant;2;$25000 or more;2;1;2;1;Working fulltime
2;1;5;1;1;Catholic;4;$25000 or more;2;2;2;2;Working fulltime
3;4;3;1;5;Protestant;1;$25000 or more;2;1;2;1;Working fulltime
3;4;3;3;3;Protestant;4;$25000 or more;2;2;2;2;Working fulltime
4;2;4;2;5;None;4;$25000 or more;2;1;2;1;Working fulltime
2;5;4;1;3;None;3;No answer;2;1;2;1;Working parttime
3;3;4;2;4;Christian;2;$20000 - 24999;2;2;2;2;Working fulltime
2;3;4;2;4;Protestant;2;$25000 or more;2;2;2;1;Working fulltime
2;5;4;5;2;Protestant;3;Not applicable;2;1;2;2;Retired
4;4;4;2;2;Protestant;4;Not applicable;2;2;1;2;Retired
2;4;5;3;5;Protestant;4;Not applicable;2;2;2;2;Retired
2;4;4;1;1;Protestant;4;$20000 - 24999;2;2;2;1;Working fulltime
2;2;4;2;2;Protestant;5;$25000 or more;1;2;1;1;Working fulltime
4;5;2;4;3;Protestant;2;$25000 or more;2;1;2;2;Working fulltime
4;2;5;2;4;Protestant;5;$25000 or more;1;1;1;1;Working fulltime
2;4;5;1;2;Catholic;2;Not applicable;2;2;2;1;Keeping house
3;4;5;1;1;None;2;$5000 to 5999;2;2;2;2;Working parttime
5;3;3;3;3;Catholic;1;$25000 or more;2;1;1;2;Working fulltime
4;4;4;2;4;Protestant;1;Not applicable;2;1;2;2;Retired
4;4;4;2;2;Protestant;2;$25000 or more;2;1;2;1;Working fulltime
3;4;5;2;2;Protestant;1;$25000 or more;2;1;2;2;Working fulltime
4;5;5;2;1;None;3;$25000 or more;2;1;2;1;Working fulltime
3;5;4;4;5;Protestant;2;Not applicable;2;2;2;1;Keeping house
3;3;4;2;3;Protestant;2;$5000 to 5999;2;2;2;2;Working parttime
2;4;2;2;4;Protestant;1;Not applicable;2;2;2;2;Working parttime
5;4;4;2;2;Protestant;2;$25000 or more;2;2;2;1;Working fulltime
2;2;5;1;2;Catholic;2;Not applicable;2;2;2;2;School
4;4;5;2;2;Protestant;5;$25000 or more;1;2;2;2;Working parttime
4;5;5;2;1;Protestant;1;Not applicable;2;1;2;1;Working parttime
3;3;3;3;4;Buddhism;3;$1000 to 2999;1;2;2;1;Working parttime
3;4;4;2;2;Protestant;4;$25000 or more;2;2;1;1;Working fulltime
4;4;4;2;2;Protestant;1;Not applicable;2;1;2;2;Retired
2;3;4;1;2;None;4;$25000 or more;2;2;2;1;Working fulltime
2;2;4;2;2;Protestant;4;$25000 or more;2;2;1;1;Working fulltime
4;4;5;1;4;Protestant;1;$25000 or more;2;1;2;2;Working fulltime
4;5;5;2;2;Protestant;4;$25000 or more;2;2;2;2;Working fulltime
5;4;5;2;1;Protestant;5;$25000 or more;1;2;2;1;Working fulltime
4;4;4;2;5;Protestant;2;$25000 or more;2;1;1;1;Working fulltime
4;4;4;2;2;Inter-nondenominational;4;$20000 - 24999;1;1;2;1;Working fulltime
4;2;4;2;4;Protestant;3;Refused;1;1;2;2;Working fulltime
2;2;4;2;2;Protestant;4;$10000 - 14999;1;1;1;2;Working parttime
5;5;5;2;5;Protestant;5;$25000 or more;1;2;1;2;Working fulltime
4;2;4;2;4;Protestant;4;$20000 - 24999;1;2;1;2;Working fulltime
2;2;5;1;5;Protestant;5;Not applicable;1;2;1;2;Other
4;3;5;3;3;Protestant;3;$10000 - 14999;1;2;1;1;Working fulltime
4;2;4;2;3;Catholic;3;$15000 - 19999;1;1;1;1;Working fulltime
2;5;5;2;2;Protestant;5;$8000 to 9999;1;1;1;1;Working fulltime
4;4;5;1;2;Protestant;1;$25000 or more;2;1;2;1;Working fulltime
5;3;5;3;1;Protestant;3;Not applicable;1;1;1;1;Working parttime
3;4;4;5;4;Protestant;4;Not applicable;1;1;2;2;Retired
4;4;4;3;3;Jewish;5;Not applicable;2;1;2;2;Retired
4;5;1;1;5;None;4;Not applicable;1;1;2;2;Retired
3;3;4;2;4;Protestant;3;Not applicable;2;2;1;2;Keeping house
4;4;3;3;3;Protestant;2;Not applicable;2;1;1;2;Retired
3;3;3;3;3;Catholic;3;$25000 or more;2;1;2;2;Working fulltime
4;4;5;2;2;Catholic;1;$25000 or more;2;1;2;2;Working parttime
2;3;5;2;1;None;5;$25000 or more;2;1;2;2;Working parttime
1;5;5;2;5;Protestant;5;Lt $1000;1;1;2;1;Working fulltime
2;2;5;2;2;None;4;$25000 or more;2;1;2;2;Working fulltime
2;3;5;1;2;Jewish;4;$25000 or more;2;1;2;1;Working fulltime
4;3;5;1;1;Jewish;4;$25000 or more;2;2;2;1;Working parttime
2;3;4;1;2;Jewish;4;$25000 or more;2;1;2;1;Working fulltime
2;3;4;1;2;None;4;Not applicable;2;2;2;1;School
4;4;4;2;4;Catholic;4;$25000 or more;2;2;2;2;Working fulltime
2;4;3;2;3;Protestant;2;Not applicable;2;1;2;2;Retired
4;5;4;4;1;Catholic;2;Not applicable;2;2;1;2;Retired
4;4;5;1;2;Catholic;2;$25000 or more;2;1;2;2;Working fulltime
3;2;5;2;4;Catholic;5;$15000 - 19999;2;2;2;2;Working fulltime
2;4;3;2;2;Catholic;4;$25000 or more;2;1;2;2;Working fulltime
2;4;4;2;2;Protestant;4;Not applicable;2;2;2;2;Keeping house
3;4;4;1;4;Protestant;2;$6000 to 6999;2;1;2;1;Working parttime
3;2;5;2;2;Catholic;2;$25000 or more;2;1;2;2;Working fulltime
4;4;3;2;4;None;5;$3000 to 3999;2;2;2;2;Temp not working
2;3;4;2;4;None;4;Not applicable;2;2;2;2;Other
3;3;4;2;4;Catholic;2;$10000 - 14999;2;2;1;2;Working parttime
4;2;5;2;5;Protestant;1;$8000 to 9999;2;2;2;2;Working parttime
4;3;4;2;2;Catholic;5;$15000 - 19999;2;2;2;2;Keeping house
4;4;4;3;2;Catholic;2;$25000 or more;2;2;2;2;Working parttime
2;4;4;2;1;Catholic;4;$25000 or more;2;2;2;1;Working fulltime
5;2;5;4;1;Protestant;5;Don't know;1;2;2;1;Working fulltime
4;4;4;4;4;Protestant;5;Not applicable;1;2;1;2;Keeping house
3;2;2;2;2;Protestant;2;$25000 or more;1;1;1;1;Working fulltime
5;5;5;1;5;None;5;Not applicable;1;1;1;1;School
2;4;5;1;2;Protestant;5;Refused;1;1;1;2;Unempl, laid off
4;4;4;1;2;Protestant;2;$25000 or more;2;2;1;2;Working fulltime
2;4;3;2;2;Catholic;1;Not applicable;2;2;1;1;Working fulltime
2;2;5;2;2;Hinduism;3;Not applicable;1;2;2;1;Keeping house
3;5;5;2;4;None;4;$15000 - 19999;1;1;1;2;Working fulltime
4;2;5;2;1;Catholic;3;$25000 or more;2;1;2;1;Working fulltime
4;2;5;2;4;Catholic;4;$25000 or more;1;1;2;1;Working fulltime
2;2;5;2;2;Orthodox-christian;3;$25000 or more;2;1;2;1;Working fulltime
2;2;5;1;2;Catholic;4;$25000 or more;2;2;2;2;Working fulltime
3;3;3;3;3;Protestant;3;$20000 - 24999;1;2;1;1;Working fulltime
2;2;5;2;2;Protestant;5;Refused;1;1;2;1;Working fulltime
2;5;4;4;4;Protestant;5;$25000 or more;1;1;2;1;Working fulltime
2;2;5;4;5;Protestant;3;Refused;1;1;1;2;Working fulltime
3;4;5;4;4;Protestant;4;$25000 or more;1;2;1;1;Working fulltime
2;3;4;5;5;None;3;Not applicable;1;2;1;1;Unempl, laid off
3;4;2;4;4;Protestant;3;$25000 or more;1;2;1;1;Working fulltime
4;5;5;2;2;Protestant;5;$25000 or more;1;2;2;2;Working fulltime
2;4;1;1;5;Catholic;1;$25000 or more;2;2;2;2;Other
3;2;5;1;2;Catholic;2;Not applicable;2;2;2;1;Working parttime
2;2;4;2;2;Hinduism;2;$25000 or more;1;1;1;1;Working fulltime
1;3;4;1;2;Catholic;2;$25000 or more;1;2;2;1;Working fulltime
4;4;4;4;4;Protestant;4;Not applicable;2;2;1;2;Retired
2;4;2;4;2;Christian;5;Not applicable;1;2;1;2;Retired
3;3;2;2;2;Catholic;5;Not applicable;2;2;1;2;Keeping house
4;2;5;2;2;Protestant;4;$25000 or more;2;1;2;1;Working fulltime
2;2;4;2;2;Protestant;2;Refused;2;2;1;2;Working fulltime
4;1;5;1;2;Catholic;5;$25000 or more;2;2;2;1;Working fulltime
3;4;2;2;2;Protestant;1;$25000 or more;2;1;2;2;Working fulltime
4;4;4;2;4;None;3;$25000 or more;2;1;2;2;Working fulltime
5;1;5;1;1;1;5;$25000 or more;2;2;2;2;Working parttime
4;2;5;4;1;1 eastern;2;$25000 or more;1;1;2;2;Working fulltime
4;2;4;2;2;Protestant;5;Refused;2;1;2;1;Working fulltime
5;3;5;3;4;Protestant;4;Not applicable;1;2;1;1;Working fulltime
3;5;5;2;2;Orthodox-christian;5;$15000 - 19999;1;2;1;1;Working fulltime
4;3;4;2;4;Protestant;5;Not applicable;1;2;1;2;Retired
4;4;5;2;3;Christian;4;$5000 to 5999;2;1;2;2;Working parttime
5;4;5;3;3;Protestant;1;Lt $1000;2;1;1;2;Working parttime
3;5;5;1;5;Protestant;2;$10000 - 14999;2;2;1;2;Retired
5;2;4;2;1;Protestant;4;Not applicable;2;1;1;2;Working fulltime
3;5;4;3;2;Protestant;2;Refused;2;2;1;1;Keeping house
2;5;4;2;4;Protestant;5;Not applicable;1;1;1;2;Retired
4;2;5;3;3;Protestant;4;$25000 or more;2;1;2;2;Working fulltime
4;4;4;2;2;Protestant;3;Not applicable;2;2;1;2;Keeping house
5;5;5;2;3;Protestant;4;Not applicable;2;2;1;2;Retired
4;3;4;4;3;Inter-nondenominational;5;$1000 to 2999;1;2;2;1;Working parttime
1;3;3;3;3;Protestant;4;$7000 to 7999;1;2;1;2;Working parttime
3;3;3;3;3;Protestant;3;Not applicable;1;1;1;2;Other
5;3;4;3;3;Protestant;4;$10000 - 14999;1;2;1;2;Working fulltime
2;3;3;3;3;Protestant;4;Not applicable;1;2;1;2;Retired
4;4;5;3;5;1;4;$15000 - 19999;1;1;2;1;Working fulltime
2;4;4;1;4;Protestant;2;$25000 or more;2;1;1;2;Working fulltime
5;5;5;1;5;Protestant;2;$15000 - 19999;2;2;1;1;Working fulltime
3;2;5;1;2;Protestant;5;$25000 or more;2;2;2;1;Working fulltime
3;3;4;2;1;Native american;4;$20000 - 24999;1;1;2;1;Working fulltime
2;4;5;1;1;None;4;Not applicable;2;2;2;1;Working fulltime
3;3;4;2;4;Native american;4;$25000 or more;1;2;1;1;Working fulltime
4;5;4;2;5;Protestant;3;$20000 - 24999;2;1;1;1;Working fulltime
3;4;5;2;4;Protestant;3;$25000 or more;2;2;2;2;Temp not working
3;3;4;1;3;None;3;$1000 to 2999;2;1;2;1;Working fulltime
3;4;5;2;4;None;5;$25000 or more;2;2;1;2;Working fulltime
2;3;4;2;3;Protestant;2;$25000 or more;2;2;1;2;Working fulltime
2;2;4;2;2;Protestant;1;Not applicable;2;2;2;1;Keeping house
3;4;5;2;4;Protestant;5;$25000 or more;2;2;1;1;Keeping house
4;5;4;2;2;None;1;$25000 or more;2;1;2;2;Working fulltime
3;5;2;4;4;Protestant;2;Not applicable;2;2;1;2;Keeping house
4;4;4;2;3;Catholic;2;Not applicable;2;2;1;2;Keeping house
4;4;4;3;4;Protestant;2;Not applicable;2;2;2;1;Keeping house
3;4;5;2;2;Protestant;1;$20000 - 24999;2;1;2;1;Working fulltime
2;4;4;1;2;Catholic;2;$25000 or more;2;1;2;1;Working fulltime
2;4;4;2;2;Protestant;2;$25000 or more;2;1;2;1;Working fulltime
2;4;3;3;4;Protestant;2;Not applicable;2;2;2;2;Keeping house
3;3;2;3;4;Protestant;2;$25000 or more;2;1;1;2;Unempl, laid off
4;1;5;2;2;1;4;$25000 or more;2;2;2;2;Working fulltime
3;2;3;3;1;Catholic;4;Not applicable;2;2;1;2;Working fulltime
2;4;5;1;2;Protestant;2;Not applicable;2;2;2;1;Keeping house
3;3;3;2;2;Protestant;3;$10000 - 14999;2;2;1;1;Working parttime
4;3;4;3;2;Protestant;2;$25000 or more;2;2;2;1;Working fulltime
3;2;5;2;1;Christian;2;$15000 - 19999;2;2;2;1;Working fulltime
3;4;4;2;5;Protestant;4;$8000 to 9999;2;2;1;1;Working fulltime
5;1;4;3;5;None;5;Not applicable;2;1;1;1;Keeping house
2;2;5;1;3;Catholic;1;$25000 or more;2;1;2;1;Working fulltime
4;2;2;2;3;Protestant;2;Not applicable;2;2;2;2;Retired
2;4;4;2;2;Catholic;4;$25000 or more;2;1;1;1;Working fulltime
2;4;4;1;4;Catholic;2;$25000 or more;2;1;1;2;Working fulltime
4;4;4;3;4;Protestant;1;Don't know;2;1;2;2;Working fulltime
4;3;4;1;2;Catholic;4;$25000 or more;2;2;2;1;Temp not working
4;4;4;2;4;Catholic;3;$25000 or more;2;1;1;1;Working fulltime
3;2;4;1;2;Catholic;4;$25000 or more;2;2;2;1;Working fulltime
3;3;4;3;3;Protestant;2;Not applicable;2;2;1;2;Retired
3;4;4;2;4;Protestant;2;$25000 or more;2;1;2;2;Working fulltime
3;3;5;2;1;Protestant;1;$25000 or more;2;2;1;2;Retired
